Quantify Compound Summary Report 

Printed Tue Aug 20 12:15:31 2019

Compound 1:  PFBA

	Name	Sample Text	RT	Area	Primary Flags	IS Area	Conc.	%Dev	Vial	Std. Conc	(b/a)	S/N	Pk Width	Pk Kurt	Pk Skew	Pk Sigma	Height	Peak Start Time	Peak End Time	1º Ratio (Actual)	%Rec	Type
62	AED-0031514-PFAS-18Jul19-062	CV1 - 2 ng/ mL	4.737	19753	bb		9.20	-8.0	1:15	10.000	2.20	8776	4.577	3.388	0.875	3.920	261939	4.631	4.981	704.115	92.0	Analyte
63	AED-0031514-PFAS-18Jul19-063	blank	4.776	4	bb		0.00		1:44		1.00	5	1.945	-0.454	0.074	2.468	72	4.719	4.833	3.377		Analyte

Compound 16:  ADONA

	Name	Sample Text	RT	Area	Primary Flags	IS Area	Conc.	%Dev	Vial	Std. Conc	(b/a)	S/N	Pk Width	Pk Kurt	Pk Skew	Pk Sigma	Height	Peak Start Time	Peak End Time	1º Ratio (Actual)	%Rec	Type
1	AED-0031514-PFAS-18Jul19-001	CV1 - 2 ng/ mL				1792			1:15													Analyte
2	AED-0031514-PFAS-18Jul19-002	CV1 - 2 ng/ mL				1830			1:15													Analyte
3	AED-0031514-PFAS-18Jul19-003	blank				1			1:44													Analyte
4	AED-0031514-PFAS-18Jul19-004	Natural SW 500 ml R1, 10 ng IS				3977			1:17													Analyte
5	AED-0031514-PFAS-18Jul19-005	Natural SW 500 ml R1, 10 ng IS				4325			1:17													Analyte
6	AED-0031514-PFAS-18Jul19-006	blank				1			1:44													Analyte
7	AED-0031514-PFAS-18Jul19-007	Natural SW 500 ml R2, 10 ng IS				4555			1:18													Analyte
8	AED-0031514-PFAS-18Jul19-008	Natural SW 500 ml R2, 10 ng IS				4671			1:18													Analyte
9	AED-0031514-PFAS-18Jul19-009	blank				1			1:44													Analyte
10	AED-0031514-PFAS-18Jul19-010	Natural SW 500 ml R3, 10 ng IS				4746			1:19													Analyte
11	AED-0031514-PFAS-18Jul19-011	Natural SW 500 ml R3, 10 ng IS				4284			1:19													Analyte
12	AED-0031514-PFAS-18Jul19-012	blank				1			1:44													Analyte
13	AED-0031514-PFAS-18Jul19-013	Natural SW 1L R1, 10 ng IS				7241			1:20													Analyte
14	AED-0031514-PFAS-18Jul19-014	Natural SW 1L R1, 10 ng IS				7225			1:20													Analyte
15	AED-0031514-PFAS-18Jul19-015	blank				1			1:44													Analyte
16	AED-0031514-PFAS-18Jul19-016	Natural SW 1L R2, 10 ng IS				7051			1:21													Analyte
17	AED-0031514-PFAS-18Jul19-017	Natural SW 1L R2, 10 ng IS				8001			1:21													Analyte
18	AED-0031514-PFAS-18Jul19-018	blank				1			1:44													Analyte
19	AED-0031514-PFAS-18Jul19-019	Natural SW 1L R3, 10 ng IS				7710			1:22													Analyte
20	AED-0031514-PFAS-18Jul19-020	Natural SW 1L R3, 10 ng IS				7339			1:22													Analyte
21	AED-0031514-PFAS-18Jul19-021	blank				0			1:44													Analyte
22	AED-0031514-PFAS-18Jul19-022	Natural SW 2L R1, 10 ng IS				12459			1:23													Analyte
23	AED-0031514-PFAS-18Jul19-023	Natural SW 2L R1, 10 ng IS				13035			1:23													Analyte
24	AED-0031514-PFAS-18Jul19-024	blank							1:44													Analyte
25	AED-0031514-PFAS-18Jul19-025	Natural SW 2L R2, 10 ng IS				12879			1:24													Analyte
26	AED-0031514-PFAS-18Jul19-026	Natural SW 2L R2, 10 ng IS				12797			1:24													Analyte
27	AED-0031514-PFAS-18Jul19-027	blank				1			1:44													Analyte
28	AED-0031514-PFAS-18Jul19-028	Natural SW 2L R3, 10 ng IS				14202			1:25													Analyte
29	AED-0031514-PFAS-18Jul19-029	Natural SW 2L R3, 10 ng IS				12710			1:25													Analyte
30	AED-0031514-PFAS-18Jul19-030	blank				1			1:44													Analyte
31	AED-0031514-PFAS-18Jul19-031	pH adj SW 500ml R1, 10 ng IS				5165			1:26													Analyte
32	AED-0031514-PFAS-18Jul19-032	pH adj SW 500ml R1, 10 ng IS				4917			1:26													Analyte
33	AED-0031514-PFAS-18Jul19-033	blank				1			1:44													Analyte
34	AED-0031514-PFAS-18Jul19-034	CV2 - 20 ng/ mL				1765			1:16													Analyte
35	AED-0031514-PFAS-18Jul19-035	CV2 - 20 ng/ mL				1848			1:16													Analyte
36	AED-0031514-PFAS-18Jul19-036	blank				1			1:44													Analyte
37	AED-0031514-PFAS-18Jul19-037	pH adj SW 500ml R2, 10 ng IS				4365			1:27													Analyte
38	AED-0031514-PFAS-18Jul19-038	pH adj SW 500ml R2, 10 ng IS				4700			1:27													Analyte
39	AED-0031514-PFAS-18Jul19-039	blank				0			1:44													Analyte
40	AED-0031514-PFAS-18Jul19-040	pH adj SW 500ml R3, 10 ng IS				3899			1:28													Analyte
41	AED-0031514-PFAS-18Jul19-041	pH adj SW 500ml R3, 10 ng IS				3544			1:28													Analyte
42	AED-0031514-PFAS-18Jul19-042	blank				1			1:44													Analyte
43	AED-0031514-PFAS-18Jul19-043	pH adj SW 1L R1, 10 ng IS				6103			1:29													Analyte
44	AED-0031514-PFAS-18Jul19-044	pH adj SW 1L R1, 10 ng IS				6435			1:29													Analyte
45	AED-0031514-PFAS-18Jul19-045	blank				1			1:44													Analyte
46	AED-0031514-PFAS-18Jul19-046	pH adj SW 1L R2, 10 ng IS				7248			1:30													Analyte
47	AED-0031514-PFAS-18Jul19-047	pH adj SW 1L R2, 10 ng IS				6866			1:30													Analyte
48	AED-0031514-PFAS-18Jul19-048	blank				0			1:44													Analyte
49	AED-0031514-PFAS-18Jul19-049	pH adj SW 1L R3, 10 ng IS				5688			1:31													Analyte
50	AED-0031514-PFAS-18Jul19-050	pH adj SW 1L R3, 10 ng IS				5514			1:31													Analyte
51	AED-0031514-PFAS-18Jul19-051	blank							1:44													Analyte
52	AED-0031514-PFAS-18Jul19-052	pH adj SW 2L R1, 10 ng IS				13130			1:32													Analyte
53	AED-0031514-PFAS-18Jul19-053	pH adj SW 2L R1, 10 ng IS				12956			1:32													Analyte
54	AED-0031514-PFAS-18Jul19-054	blank				0			1:44													Analyte
55	AED-0031514-PFAS-18Jul19-055	pH adj SW 2L R2, 10 ng IS				12240			1:33													Analyte
56	AED-0031514-PFAS-18Jul19-056	pH adj SW 2L R2, 10 ng IS				12439			1:33													Analyte
57	AED-0031514-PFAS-18Jul19-057	blank				1			1:44													Analyte
58	AED-0031514-PFAS-18Jul19-058	10 ng Recovery				1742			1:34													Analyte
59	AED-0031514-PFAS-18Jul19-059	10 ng Recovery				1446			1:34													Analyte
60	AED-0031514-PFAS-18Jul19-060	blank				1			1:44													Analyte
61	AED-0031514-PFAS-18Jul19-061	CV1 - 2 ng/ mL				1777			1:15													Analyte
62	AED-0031514-PFAS-18Jul19-062	CV1 - 2 ng/ mL				1747			1:15													Analyte
63	AED-0031514-PFAS-18Jul19-063	blank				1			1:44													Analyte

Compound 17:  PFHxS

	Name	Sample Text	RT	Area	Primary Flags	IS Area	Conc.	%Dev	Vial	Std. Conc	(b/a)	S/N	Pk Width	Pk Kurt	Pk Skew	Pk Sigma	Height	Peak Start Time	Peak End Time	1º Ratio (Actual)	%Rec	Type
1	AED-0031514-PFAS-18Jul19-001	CV1 - 2 ng/ mL	4.850	805	MM	6981	1.15		1:15		0.44	821	5.075	1.810	-1.335	6.251	9043	4.646	4.939	1.191		Analyte
2	AED-0031514-PFAS-18Jul19-002	CV1 - 2 ng/ mL	4.833	796	MM	6386	1.24		1:15		0.48	522	3.934	2.558	-1.380	5.317	10374	4.646	4.923	1.524		Analyte
3	AED-0031514-PFAS-18Jul19-003	blank	5.079	1	bb	1			1:44		1.05	2	1.981	-0.500	0.176	2.309	16	5.032	5.135	5.637		Analyte
4	AED-0031514-PFAS-18Jul19-004	Natural SW 500 ml R1, 10 ng IS	4.835	379	MM	7599	0.51		1:17		0.50	367	3.929	0.108	-1.034	7.301	4486	4.639	4.933	1.678		Analyte
5	AED-0031514-PFAS-18Jul19-005	Natural SW 500 ml R1, 10 ng IS	4.840	381	MM	7220	0.54		1:17		0.42	83	3.970	0.191	-1.087	6.830	4758	4.644	4.921	1.650		Analyte
6	AED-0031514-PFAS-18Jul19-006	blank	5.049	1	dd	1			1:44		1.00	2	2.264	-0.746	0.170	2.655	18	5.002	5.095	1.546		Analyte
7	AED-0031514-PFAS-18Jul19-007	Natural SW 500 ml R2, 10 ng IS	4.841	387	MM	7416	0.53		1:18		0.57	330	3.813	-1.097	-0.480	8.614	3863	4.613	4.972	1.303		Analyte
8	AED-0031514-PFAS-18Jul19-008	Natural SW 500 ml R2, 10 ng IS	4.851	449	MM	7218	0.63		1:18		0.37	658	4.277	3.025	-1.714	6.694	5684	4.607	4.941	1.704		Analyte
9	AED-0031514-PFAS-18Jul19-009	blank	4.492	1	bd	2			1:44		0.96	3	2.651	-0.528	0.043	3.015	17	4.446	4.538	1.199		Analyte
10	AED-0031514-PFAS-18Jul19-010	Natural SW 500 ml R3, 10 ng IS	4.841	459	MM	7308	0.64		1:19		0.48	143	4.941	0.515	-1.128	7.177	5108	4.638	4.939	1.534		Analyte
11	AED-0031514-PFAS-18Jul19-011	Natural SW 500 ml R3, 10 ng IS	4.819	342	MM	7004	0.50		1:19		0.50	23	4.524	2.642	-1.502	6.221	4231	4.623	4.917	0.985		Analyte
12	AED-0031514-PFAS-18Jul19-012	blank	4.727	2	bb	18			1:44		3.10	1	2.446	-1.033	0.249	5.725	15	4.678	4.890	4.576		Analyte
13	AED-0031514-PFAS-18Jul19-013	Natural SW 1L R1, 10 ng IS	4.823	953	MM	8197	1.16		1:20		0.38	1130	4.068	0.687	-1.235	7.024	11542	4.611	4.905	1.339		Analyte
14	AED-0031514-PFAS-18Jul19-014	Natural SW 1L R1, 10 ng IS	4.840	1099	MM	7493	1.45		1:20		0.42	108	3.757	1.478	-1.431	6.736	14506	4.628	4.929	1.902		Analyte
15	AED-0031514-PFAS-18Jul19-015	blank	4.296	1	db	1			1:44		2.17	2	2.388	-0.465	0.394	3.986	14	4.257	4.388	1.224		Analyte
16	AED-0031514-PFAS-18Jul19-016	Natural SW 1L R2, 10 ng IS	4.832	995	MM	8689	1.14		1:21		0.52	255	4.460	1.545	-1.338	6.355	11990	4.628	4.938	1.512		Analyte
17	AED-0031514-PFAS-18Jul19-017	Natural SW 1L R2, 10 ng IS	4.815	864	MM	8218	1.05		1:21		0.48	1454	4.097	1.706	-1.236	5.703	10875	4.611	4.913	1.886		Analyte
18	AED-0031514-PFAS-18Jul19-018	blank	4.954	1	bd	1			1:44		0.88	2	2.518	-0.826	-0.077	2.611	17	4.913	4.995	0.969		Analyte
19	AED-0031514-PFAS-18Jul19-019	Natural SW 1L R3, 10 ng IS	4.825	1025	MM	7566	1.34		1:22		0.44	366	3.745	2.960	-1.602	5.783	13932	4.605	4.923	1.727		Analyte
20	AED-0031514-PFAS-18Jul19-020	Natural SW 1L R3, 10 ng IS	4.832	952	MM	7798	1.21		1:22		0.54	157	4.203	1.244	-1.149	6.496	10751	4.620	4.946	1.597		Analyte
21	AED-0031514-PFAS-18Jul19-021	blank	4.623	1	bd	1			1:44		0.91	2	3.406	-0.674	0.066	2.642	11	4.566	4.680	0.434		Analyte
22	AED-0031514-PFAS-18Jul19-022	Natural SW 2L R1, 10 ng IS	4.825	1878	MM	13283	2.78		1:23		0.58	1047	3.747	1.015	-1.231	6.759	23581	4.629	4.939	1.836		Analyte
23	AED-0031514-PFAS-18Jul19-023	Natural SW 2L R1, 10 ng IS	4.823	1698	MM	13637	2.45		1:23		0.48	42	4.338	0.773	-1.221	6.979	19859	4.620	4.921	1.890		Analyte
24	AED-0031514-PFAS-18Jul19-024	blank	4.370	1	bd	25			1:44		1.11	2	1.342	-0.514	0.281	2.867	20	4.331	4.416	3.085		Analyte
25	AED-0031514-PFAS-18Jul19-025	Natural SW 2L R2, 10 ng IS	4.827	1904	MM	12636	2.96		1:24		0.46	2136	3.857	0.071	-1.005	7.614	22047	4.615	4.925	1.979		Analyte
26	AED-0031514-PFAS-18Jul19-026	Natural SW 2L R2, 10 ng IS	4.827	2038	MM	10824	3.69		1:24		0.42	3103	4.298	0.356	-1.085	7.409	22856	4.615	4.916	2.004		Analyte
27	AED-0031514-PFAS-18Jul19-027	blank	4.303	1	bb	1			1:44		1.98	3	2.818	-0.270	0.562	4.904	20	4.244	4.420			Analyte
28	AED-0031514-PFAS-18Jul19-028	Natural SW 2L R3, 10 ng IS	4.819	1793	MM	13822	2.55		1:25		0.65	1871	4.762	1.067	-1.124	6.957	19864	4.607	4.957	1.851		Analyte
29	AED-0031514-PFAS-18Jul19-029	Natural SW 2L R3, 10 ng IS	4.832	1580	MM	12980	2.40		1:25		0.48	126	4.257	0.118	-1.001	7.324	16906	4.628	4.929	1.467		Analyte
30	AED-0031514-PFAS-18Jul19-030	blank	4.390	1	db	1			1:44		0.84	2	2.553	-0.475	-0.382	3.955	15	4.324	4.448	0.437		Analyte
31	AED-0031514-PFAS-18Jul19-031	pH adj SW 500ml R1, 10 ng IS	4.833	326	MM	7018	0.48		1:26		0.54	401	5.628	-0.725	-0.618	7.685	2863	4.638	4.939	1.355		Analyte
32	AED-0031514-PFAS-18Jul19-032	pH adj SW 500ml R1, 10 ng IS	4.840	451	MM	6896	0.66		1:26		0.52	34	4.346	0.705	-0.985	5.976	4989	4.652	4.937	1.825		Analyte
33	AED-0031514-PFAS-18Jul19-033	blank	5.054	1	db	1			1:44		1.04	2	2.550	-0.826	0.115	2.922	14	5.007	5.110	1.342		Analyte
34	AED-0031514-PFAS-18Jul19-034	CV2 - 20 ng/ mL	4.831	8414	MM	5896	13.93		1:16		0.54	2804	4.181	0.070	-0.961	7.795	89905	4.620	4.945	1.582		Analyte
35	AED-0031514-PFAS-18Jul19-035	CV2 - 20 ng/ mL	4.840	8217	MM	5918	13.55		1:16		0.54	1355	4.382	0.747	-1.094	7.087	90674	4.628	4.954	1.818		Analyte
36	AED-0031514-PFAS-18Jul19-036	blank	4.705	1	bd	1			1:44		0.69	1	5.505	-0.873	-0.041	3.265	8	4.623	4.762	0.439		Analyte
37	AED-0031514-PFAS-18Jul19-037	pH adj SW 500ml R2, 10 ng IS	4.850	407	MM	6503	0.63		1:27		0.44	283	5.371	4.691	-1.776	5.454	4920	4.629	4.947	1.604		Analyte
38	AED-0031514-PFAS-18Jul19-038	pH adj SW 500ml R2, 10 ng IS	4.850	423	MM	6750	0.64		1:27		0.48	56	4.341	0.372	-1.103	7.205	4801	4.646	4.947	1.646		Analyte
39	AED-0031514-PFAS-18Jul19-039	blank	4.468	1	bb	27			1:44		2.39	2	2.768	-0.692	0.235	3.942	14	4.429	4.566	1.862		Analyte
40	AED-0031514-PFAS-18Jul19-040	pH adj SW 500ml R3, 10 ng IS	4.831	442	MM	6323	0.71		1:28		0.48	483	4.539	1.731	-1.374	6.396	5244	4.628	4.929	2.321		Analyte
41	AED-0031514-PFAS-18Jul19-041	pH adj SW 500ml R3, 10 ng IS	4.833	380	MM	5938	0.65		1:28		0.48	539	4.072	1.754	-1.395	6.363	4573	4.629	4.931	1.198		Analyte
42	AED-0031514-PFAS-18Jul19-042	blank	4.949	1	bd	1			1:44		0.91	2	3.103	-0.687	-0.003	2.436	16	4.892	5.007	1.553		Analyte
43	AED-0031514-PFAS-18Jul19-043	pH adj SW 1L R1, 10 ng IS	4.827	1154	MM	6809	1.68		1:29		0.62	600	4.129	0.731	-1.147	7.346	13312	4.615	4.957	1.908		Analyte
44	AED-0031514-PFAS-18Jul19-044	pH adj SW 1L R1, 10 ng IS	4.833	961	MM	7067	1.35		1:29		0.52	233	4.048	0.446	-1.066	6.925	11072	4.629	4.939	1.715		Analyte
45	AED-0031514-PFAS-18Jul19-045	blank	4.693	1	bb	1			1:44		1.22	3	2.879	-0.464	0.005	2.398	18	4.652	4.750	3.249		Analyte
46	AED-0031514-PFAS-18Jul19-046	pH adj SW 1L R2, 10 ng IS	4.823	695	MM	5865	1.18		1:30		0.39	80	5.113	2.916	-1.577	5.832	8416	4.595	4.913	1.442		Analyte
47	AED-0031514-PFAS-18Jul19-047	pH adj SW 1L R2, 10 ng IS	4.832	848	MM	6552	1.29		1:30		0.44	250	5.189	1.107	-1.140	6.151	9320	4.628	4.921	1.470		Analyte
48	AED-0031514-PFAS-18Jul19-048	blank	4.355	1	bd	1			1:44		1.00	2	2.685	-0.479	0.218	2.886	18	4.309	4.407	0.451		Analyte
49	AED-0031514-PFAS-18Jul19-049	pH adj SW 1L R3, 10 ng IS	4.832	995	MM	7151	1.38		1:31		0.35	266	4.252	1.972	-1.467	6.332	12318	4.620	4.905	1.889		Analyte
50	AED-0031514-PFAS-18Jul19-050	pH adj SW 1L R3, 10 ng IS	4.817	969	MM	7160	1.34		1:31		0.50	1201	3.867	0.751	-1.143	6.849	11536	4.605	4.923	1.706		Analyte
51	AED-0031514-PFAS-18Jul19-051	blank	5.021	1	bb	2			1:44		1.15	1	5.253	-0.726	0.020	3.094	11	4.954	5.105	0.938		Analyte
52	AED-0031514-PFAS-18Jul19-052	pH adj SW 2L R1, 10 ng IS	4.819	1551	MM	12336	2.47		1:32		0.48	448	4.279	1.866	-1.287	5.885	18988	4.615	4.917	1.614		Analyte
53	AED-0031514-PFAS-18Jul19-053	pH adj SW 2L R1, 10 ng IS	4.815	1550	MM	12505	2.44		1:32		0.75	35	4.909	-0.021	-0.714	8.326	15139	4.587	4.986	1.575		Analyte
54	AED-0031514-PFAS-18Jul19-054	blank	4.815	1	bb	1			1:44		1.93	2	3.886	0.014	0.586	4.132	14	4.750	4.946	1.267		Analyte
55	AED-0031514-PFAS-18Jul19-055	pH adj SW 2L R2, 10 ng IS	4.807	1933	MM	13189	2.88		1:33		0.59	2495	4.568	0.449	-1.066	7.721	21282	4.571	4.945	2.046		Analyte
56	AED-0031514-PFAS-18Jul19-056	pH adj SW 2L R2, 10 ng IS	4.802	1663	MM	12403	2.64		1:33		0.44	127	4.869	-0.021	-0.993	7.247	17804	4.599	4.892	1.964		Analyte
57	AED-0031514-PFAS-18Jul19-057	blank	4.916	1	bb	1			1:44		2.22	2	1.656	-0.288	0.602	3.321	17	4.876	5.017	0.661		Analyte
58	AED-0031514-PFAS-18Jul19-058	10 ng Recovery	4.823	4543	MM	5673	7.83		1:34		0.62	306	4.630	0.466	-1.016	7.314	48319	4.611	4.954	1.778		Analyte
59	AED-0031514-PFAS-18Jul19-059	10 ng Recovery	4.819	4228	MM	5100	8.10		1:34		0.46	205	4.149	0.377	-1.030	7.186	45989	4.607	4.916	1.723		Analyte
60	AED-0031514-PFAS-18Jul19-060	blank	4.368	1	bb	1			1:44		0.83	2	2.784	-0.331	-0.258	3.864	18	4.290	4.434	1.386		Analyte
61	AED-0031514-PFAS-18Jul19-061	CV1 - 2 ng/ mL	4.819	825	MM	5370	1.52		1:15		0.65	879	3.842	1.609	-1.267	6.241	10450	4.631	4.941	2.211		Analyte
62	AED-0031514-PFAS-18Jul19-062	CV1 - 2 ng/ mL	4.819	889	MM	5695	1.55		1:15		0.62	91	4.982	0.877	-1.078	7.139	9331	4.607	4.949	2.443		Analyte
63	AED-0031514-PFAS-18Jul19-063	blank	4.654	1	bb	1			1:44		1.10	2	3.022	-0.298	0.287	2.639	15	4.605	4.711	2.046		Analyte

Compound 18:  M3PFHxS-13C3

	Name	Sample Text	RT	Area	Primary Flags	IS Area	Conc.	%Dev	Vial	Std. Conc	(b/a)	S/N	Pk Width	Pk Kurt	Pk Skew	Pk Sigma	Height	Peak Start Time	Peak End Time	1º Ratio (Actual)	%Rec	Type
1	AED-0031514-PFAS-18Jul19-001	CV1 - 2 ng/ mL	4.850	6981	bb		9.82	3.8	1:15	9.460	2.40	517	5.233	3.841	1.027	4.564	81228	4.736	5.126	1.649	103.8	Analyte
2	AED-0031514-PFAS-18Jul19-002	CV1 - 2 ng/ mL	4.833	6386	bb		8.98	-5.0	1:15	9.460	2.16	1372	5.230	2.254	0.678	4.490	73195	4.720	5.088	1.668	95.0	Analyte
3	AED-0031514-PFAS-18Jul19-003	blank	5.098	1	bb		0.00		1:44		0.97	1	3.963	-0.595	-0.164	3.295	10	5.023	5.172	0.951		Analyte
4	AED-0031514-PFAS-18Jul19-004	Natural SW 500 ml R1, 10 ng IS	4.835	7599	bb		10.69	13.0	1:17	9.460	2.22	1043	5.036	1.812	0.548	4.136	91032	4.729	5.082	1.866	113.0	Analyte
5	AED-0031514-PFAS-18Jul19-005	Natural SW 500 ml R1, 10 ng IS	4.840	7220	bb		10.16	7.4	1:17	9.460	1.65	4653	5.094	0.465	0.279	4.068	85981	4.726	5.030	1.798	107.4	Analyte
6	AED-0031514-PFAS-18Jul19-006	blank	4.856	1	bb		0.00		1:44		0.87	2	4.058	-0.387	0.143	3.431	15	4.783	4.921	1.463		Analyte
7	AED-0031514-PFAS-18Jul19-007	Natural SW 500 ml R2, 10 ng IS	4.833	7416	bb		10.43	10.3	1:18	9.460	1.30	9167	5.024	-0.080	0.128	3.962	89176	4.719	4.988	1.836	110.3	Analyte
8	AED-0031514-PFAS-18Jul19-008	Natural SW 500 ml R2, 10 ng IS	4.843	7218	bb		10.15	7.3	1:18	9.460	1.07	10188	4.877	-0.146	0.140	3.918	87244	4.729	4.965	1.691	107.3	Analyte
9	AED-0031514-PFAS-18Jul19-009	blank	5.105	2	db		0.00		1:44		0.70	2	3.069	-1.033	0.037	5.116	10	4.986	5.189	2.309		Analyte
10	AED-0031514-PFAS-18Jul19-010	Natural SW 500 ml R3, 10 ng IS	4.842	7308	bb		10.28	8.7	1:19	9.460	2.11	2850	5.187	3.025	0.822	4.340	87321	4.727	5.088	1.904	108.7	Analyte
11	AED-0031514-PFAS-18Jul19-011	Natural SW 500 ml R3, 10 ng IS	4.827	7004	bb		9.85	4.2	1:19	9.460	1.68	2436	4.965	0.800	0.350	4.124	83771	4.705	5.036	1.752	104.2	Analyte
12	AED-0031514-PFAS-18Jul19-012	blank	4.842	18	bb		0.03		1:44		1.01	46	3.956	-0.433	-0.071	3.018	296	4.777	4.915	56.751		Analyte
13	AED-0031514-PFAS-18Jul19-013	Natural SW 1L R1, 10 ng IS	4.824	8197	bb		11.53	21.9	1:20	9.460	1.69	2363	5.043	0.794	0.327	4.106	98337	4.701	5.030	1.723	121.9	Analyte
14	AED-0031514-PFAS-18Jul19-014	Natural SW 1L R1, 10 ng IS	4.840	7493	bb		10.54	11.4	1:20	9.460	1.18	2668	5.103	0.156	0.162	4.119	88091	4.718	4.987	1.879	111.4	Analyte
15	AED-0031514-PFAS-18Jul19-015	blank	4.296	1	bb		0.00		1:44		0.98	2	3.522	-0.545	-0.021	3.287	22	4.224	4.368	1.938		Analyte
16	AED-0031514-PFAS-18Jul19-016	Natural SW 1L R2, 10 ng IS	4.832	8689	bb		12.22	29.2	1:21	9.460	1.35	691	4.904	0.363	0.213	3.976	105767	4.718	4.995	1.894	129.2	Analyte
17	AED-0031514-PFAS-18Jul19-017	Natural SW 1L R2, 10 ng IS	4.815	8218	bb		11.56	22.2	1:21	9.460	1.16	12434	4.947	-0.090	0.124	3.911	100323	4.701	4.954	1.688	122.2	Analyte
18	AED-0031514-PFAS-18Jul19-018	blank	4.310	1	bd		0.00		1:44		1.10	2	3.517	-0.356	0.113	4.048	21	4.251	4.375	3.298		Analyte
19	AED-0031514-PFAS-18Jul19-019	Natural SW 1L R3, 10 ng IS	4.825	7566	bb		10.64	12.5	1:22	9.460	1.64	4372	4.904	0.332	0.272	4.059	90242	4.711	5.013	1.713	112.5	Analyte
20	AED-0031514-PFAS-18Jul19-020	Natural SW 1L R3, 10 ng IS	4.832	7798	bb		10.97	16.0	1:22	9.460	1.75	1408	5.129	0.456	0.337	4.201	90479	4.726	5.021	1.669	116.0	Analyte
21	AED-0031514-PFAS-18Jul19-021	blank	4.623	1	dd		0.00		1:44		2.16	1	2.512	-0.913	0.061	5.094	9	4.566	4.754	2.926		Analyte
22	AED-0031514-PFAS-18Jul19-022	Natural SW 2L R1, 10 ng IS	4.825	13283	bb		18.69	-1.2	1:23	18.920	1.96	2290	5.030	0.765	0.327	4.081	157819	4.711	5.060	1.689	98.8	Analyte
23	AED-0031514-PFAS-18Jul19-023	Natural SW 2L R1, 10 ng IS	4.824	13637	bb		19.18	1.4	1:23	18.920	1.16	3886	5.015	-0.134	0.078	3.943	164606	4.709	4.962	1.841	101.4	Analyte
24	AED-0031514-PFAS-18Jul19-024	blank	4.835	25	bb		0.03		1:44		0.47	53	3.421	0.764	-0.458	3.283	384	4.705	4.900	48.166		Analyte
25	AED-0031514-PFAS-18Jul19-025	Natural SW 2L R2, 10 ng IS	4.827	12636	bb		17.78	-6.0	1:24	18.920	1.30	7609	4.995	0.526	0.336	4.137	151845	4.713	4.982	1.837	94.0	Analyte
26	AED-0031514-PFAS-18Jul19-026	Natural SW 2L R2, 10 ng IS	4.827	10824	bb		15.23	-19.5	1:24	18.920	1.91	914	5.392	2.006	0.644	4.465	122925	4.705	5.064	1.630	80.5	Analyte
27	AED-0031514-PFAS-18Jul19-027	blank	4.848	1	db		0.00		1:44		1.05	3	2.590	-0.618	-0.159	3.139	20	4.791	4.913	1.295		Analyte
28	AED-0031514-PFAS-18Jul19-028	Natural SW 2L R3, 10 ng IS	4.819	13822	bb		19.44	2.8	1:25	18.920	2.10	277	5.079	2.627	0.766	4.354	163712	4.705	5.064	1.811	102.8	Analyte
29	AED-0031514-PFAS-18Jul19-029	Natural SW 2L R3, 10 ng IS	4.832	12980	bb		18.26	-3.5	1:25	18.920	1.25	2126	5.077	0.293	0.285	4.121	154051	4.718	4.978	1.746	96.5	Analyte
30	AED-0031514-PFAS-18Jul19-030	blank	4.900	1	bd		0.00		1:44		0.43	1	4.019	-0.698	-0.337	5.765	11	4.770	4.957	1.126		Analyte
31	AED-0031514-PFAS-18Jul19-031	pH adj SW 500ml R1, 10 ng IS	4.834	7018	bb		9.87	4.4	1:26	9.460	1.43	2207	4.974	0.188	0.190	4.033	84387	4.720	5.004	1.899	104.4	Analyte
32	AED-0031514-PFAS-18Jul19-032	pH adj SW 500ml R1, 10 ng IS	4.840	6896	bb		9.70	2.6	1:26	9.460	1.85	580	5.105	1.535	0.547	4.302	81020	4.718	5.068	1.764	102.6	Analyte
33	AED-0031514-PFAS-18Jul19-033	blank	4.721	1	bd		0.00		1:44		1.05	1	4.459	-0.702	0.071	6.160	9	4.623	4.827	1.132		Analyte
34	AED-0031514-PFAS-18Jul19-034	CV2 - 20 ng/ mL	4.832	5896	bb		8.29	-12.3	1:16	9.460	1.85	1309	5.196	0.557	0.330	4.240	67780	4.718	5.049	1.738	87.7	Analyte
35	AED-0031514-PFAS-18Jul19-035	CV2 - 20 ng/ mL	4.840	5918	bb		8.33	-12.0	1:16	9.460	1.11	1045	5.090	-0.129	0.100	4.035	70546	4.726	4.970	1.896	88.0	Analyte
36	AED-0031514-PFAS-18Jul19-036	blank	5.008	1	bd		0.00		1:44		1.28	2	4.523	-0.791	0.193	4.076	11	4.941	5.101	0.894		Analyte
37	AED-0031514-PFAS-18Jul19-037	pH adj SW 500ml R2, 10 ng IS	4.833	6503	bb		9.15	-3.3	1:27	9.460	2.47	415	5.132	1.836	0.560	4.186	77388	4.728	5.107	1.531	96.7	Analyte
38	AED-0031514-PFAS-18Jul19-038	pH adj SW 500ml R2, 10 ng IS	4.842	6750	bb		9.50	0.4	1:27	9.460	1.55	1807	4.975	0.293	0.249	4.000	82170	4.728	5.023	1.622	100.4	Analyte
39	AED-0031514-PFAS-18Jul19-039	blank	4.843	27	bb		0.04		1:44		0.80	49	4.237	0.157	-0.221	3.342	392	4.729	4.941	138.151		Analyte
